,Наименование,id,Скидка,Цена,Цена со скидкой,Бренд,id бренда,feedbacks,rating,Ссылка
929,"Смартфон С30 6,82"" НD+ 3+64ГБ 13+2+5МП 6000 mAh UNISOC SC986…",36630007,23,12990,10002,Nokia,16111,172,4,https://www.wildberries.ru/catalog/36630007/detail.aspx?targetUrl=BP
930,Смартфон 5031G Fun,25674469,25,4120,3090,BQ,23870,36,4,https://www.wildberries.ru/catalog/25674469/detail.aspx?targetUrl=BP
931,Смартфон C40 3 GB+32 GB Black,115391449,25,11990,8992,POCO,132943,12,5,https://www.wildberries.ru/catalog/115391449/detail.aspx?targetUrl=BP
932,"Смартфон 6061L Slim IPS 6""",63781156,34,6500,4290,BQ,23870,22,5,https://www.wildberries.ru/catalog/63781156/detail.aspx?targetUrl=BP
933,Смартфон 10 4G 4 128Gb 6.4 FHD+ 50mp NFC,137527713,0,15990,15990,Realme,48914,0,0,https://www.wildberries.ru/catalog/137527713/detail.aspx?targetUrl=BP
934,"Сматфон Redmagic 6S Pro 12GB 128GB, черный",119272601,0,55990,55990,NUBIA,20208,4,5,https://www.wildberries.ru/catalog/119272601/detail.aspx?targetUrl=BP
935,iPhone 7 128 Gb Айфон 7,91070661,0,16990,16990,AppClinic,881889,29,3,https://www.wildberries.ru/catalog/91070661/detail.aspx?targetUrl=BP
936,Смартфон Air1 Pro 6 128,135518715,23,19468,14990,IIIF150,221249805,4,4,https://www.wildberries.ru/catalog/135518715/detail.aspx?targetUrl=BP
937,"Смартфон Blade A31 5,45'' 1440х720 IPS 2+32ГБ 2+8MП 3000 mAh",34910005,13,7490,6516,ZTE,5780,194,4,https://www.wildberries.ru/catalog/34910005/detail.aspx?targetUrl=BP
938,"Смартфон 5565L Fest IPS 5,45""",47555805,40,6150,3690,BQ,23870,50,4,https://www.wildberries.ru/catalog/47555805/detail.aspx?targetUrl=BP
939,Смартфон 12T 8GB+256GB,102249408,22,50990,39772,Xiaomi,19467,4,5,https://www.wildberries.ru/catalog/102249408/detail.aspx?targetUrl=BP
940,iphone 7 plus 256gb,100476496,0,22190,22190,AppClinic,881889,29,4,https://www.wildberries.ru/catalog/100476496/detail.aspx?targetUrl=BP
941,iPhone 6s 64GB Восстановленный как новый,120380196,0,12899,12899,AppClinic,881889,14,4,https://www.wildberries.ru/catalog/120380196/detail.aspx?targetUrl=BP
942,"Смартфон S35 5"" 3+16Гб 13Мп 5 Мп",85634883,9,9290,8453,DOOGEE,27800,1,5,https://www.wildberries.ru/catalog/85634883/detail.aspx?targetUrl=BP
943,Galaxy Z Flip4 5G 256GB,104533000,20,81990,65592,Samsung,5772,0,0,https://www.wildberries.ru/catalog/104533000/detail.aspx?targetUrl=BP
944,Смартфон C21 Pro,116731979,10,12990,11691,Oukitel,26210,5,5,https://www.wildberries.ru/catalog/116731979/detail.aspx?targetUrl=BP
945,Galaxy A03 32GB,120885096,28,10490,7552,Samsung,5772,8,5,https://www.wildberries.ru/catalog/120885096/detail.aspx?targetUrl=BP
946,"Смартфон 6645L Element IPS 6,52""",36556071,37,9984,6289,BQ,23870,22,4,https://www.wildberries.ru/catalog/36556071/detail.aspx?targetUrl=BP
947,Смартфон 5533G Fresh IPS,25706744,36,5141,3290,BQ,23870,53,4,https://www.wildberries.ru/catalog/25706744/detail.aspx?targetUrl=BP
948,iPhone 11 128GB (Азия),104235281,20,54990,43992,Apple,6049,2,5,https://www.wildberries.ru/catalog/104235281/detail.aspx?targetUrl=BP
949,"Смартфон 5565L Fest IPS 5,45""",47555807,39,6049,3689,BQ,23870,50,4,https://www.wildberries.ru/catalog/47555807/detail.aspx?targetUrl=BP
950,"Смартфон 5560L Trend IPS 5,45""",43722159,39,5393,3289,BQ,23870,26,4,https://www.wildberries.ru/catalog/43722159/detail.aspx?targetUrl=BP
951,iPhone 13 Pro Max 512GB (США),120016534,13,139990,121791,Apple,6049,0,0,https://www.wildberries.ru/catalog/120016534/detail.aspx?targetUrl=BP
952,"Смартфон Galaxy S22 5G 6.1"" 2400x1080 dAMOLED Exynos 2200 8G…",84888152,28,79990,57592,Samsung,5772,6,4,https://www.wildberries.ru/catalog/84888152/detail.aspx?targetUrl=BP
953,"Смартфон Redmi Note 11S 6GB 64GB 6.43"" 1080x2400 108МП+8МП+2…",72283600,43,32990,18804,Xiaomi,19467,46,5,https://www.wildberries.ru/catalog/72283600/detail.aspx?targetUrl=BP
954,Смартфон C33 4+128 Гб,125780976,0,11790,11790,Realme,48914,2,5,https://www.wildberries.ru/catalog/125780976/detail.aspx?targetUrl=BP
955,iPhone 14 eSIM 256GB (США),133920783,5,76990,73140,Apple,6049,0,0,https://www.wildberries.ru/catalog/133920783/detail.aspx?targetUrl=BP
956,Cмартфон A25 16 Гб,131622764,20,4863,3890,ITEL,23234,12,5,https://www.wildberries.ru/catalog/131622764/detail.aspx?targetUrl=BP
957,Смартфон 5031G Fun,25674471,25,4120,3090,BQ,23870,36,4,https://www.wildberries.ru/catalog/25674471/detail.aspx?targetUrl=BP
958,Galaxy Z Fold4 5G 256GB,104546788,36,139990,89593,Samsung,5772,2,5,https://www.wildberries.ru/catalog/104546788/detail.aspx?targetUrl=BP
959,Смартфон Galaxy Z Flip4 128GB,99531115,20,74990,59992,Samsung,5772,2,3,https://www.wildberries.ru/catalog/99531115/detail.aspx?targetUrl=BP
960,"Смартфон 12X 8 GB 128 GB 6.28"" 1080 x 2400 50 МП + 8 МП + 2…",72286211,50,79990,39995,Xiaomi,19467,11,5,https://www.wildberries.ru/catalog/72286211/detail.aspx?targetUrl=BP
961,Galaxy S20 FE 128GB,113254233,30,49990,34993,Samsung,5772,11,4,https://www.wildberries.ru/catalog/113254233/detail.aspx?targetUrl=BP
962,Смартфон Redmi Note 11 Pro 128 GB,99065140,40,48000,28800,Xiaomi,19467,3,4,https://www.wildberries.ru/catalog/99065140/detail.aspx?targetUrl=BP
963,Смартфон WP20 Pro,137874016,15,15990,13591,Oukitel,26210,1,5,https://www.wildberries.ru/catalog/137874016/detail.aspx?targetUrl=BP
964,"Смартфон С31 3 32Gb 6.5"" 720p",109222551,0,8290,8290,Realme,48914,7,5,https://www.wildberries.ru/catalog/109222551/detail.aspx?targetUrl=BP
965,Смартфон M4 Pro 4G 8 256 ГБ,85101671,19,30851,24989,POCO,132943,24,5,https://www.wildberries.ru/catalog/85101671/detail.aspx?targetUrl=BP
966,T1 BLUE,50802415,57,31238,13432,AYYA,742572,5,3,https://www.wildberries.ru/catalog/50802415/detail.aspx?targetUrl=BP
967,Смартфон Spark 8C 64GB,124715127,0,7890,7890,TECNO,23233,2,3,https://www.wildberries.ru/catalog/124715127/detail.aspx?targetUrl=BP
968,"Смартфон 5560L Trend IPS 5,45""",43722156,39,5393,3289,BQ,23870,26,4,https://www.wildberries.ru/catalog/43722156/detail.aspx?targetUrl=BP
969,Galaxy S22 5G 256GB,104425129,28,79990,57592,Samsung,5772,0,0,https://www.wildberries.ru/catalog/104425129/detail.aspx?targetUrl=BP
970,Смартфон Galaxy S21 FE 5G 8 256 Гб,123000165,21,55990,44232,Samsung,5772,0,0,https://www.wildberries.ru/catalog/123000165/detail.aspx?targetUrl=BP
971,Смартфон C30 4 64Gb Bamboo Green,137952973,0,8990,8990,Realme,48914,0,0,https://www.wildberries.ru/catalog/137952973/detail.aspx?targetUrl=BP
972,"Смартфон 5060L Basic 5""",48971514,46,6093,3290,BQ,23870,18,4,https://www.wildberries.ru/catalog/48971514/detail.aspx?targetUrl=BP
973,Смартфон 5031G Fun,25674470,25,4120,3090,BQ,23870,36,4,https://www.wildberries.ru/catalog/25674470/detail.aspx?targetUrl=BP
974,Смартфон Galaxy A04 4 64Gb,139336086,0,11990,11990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/139336086/detail.aspx?targetUrl=BP
975,Смартфон Armor X7 Pro Black,98601914,35,10990,7143,Ulefone,38697,15,4,https://www.wildberries.ru/catalog/98601914/detail.aspx?targetUrl=BP
976,"Смартфон 5745L Clever 1Gb 32Gb 5""",18088253,39,5721,3489,BQ,23870,29,4,https://www.wildberries.ru/catalog/18088253/detail.aspx?targetUrl=BP
977,iphone 7 plus 256gb,120371735,0,22190,22190,AppClinic,881889,29,4,https://www.wildberries.ru/catalog/120371735/detail.aspx?targetUrl=BP
978,Galaxy A03 32GB,120885092,28,10490,7552,Samsung,5772,5,5,https://www.wildberries.ru/catalog/120885092/detail.aspx?targetUrl=BP
979,"Смартфон 5560L Trend IPS 5,45""",43722155,39,5393,3289,BQ,23870,26,4,https://www.wildberries.ru/catalog/43722155/detail.aspx?targetUrl=BP
980,iPhone 13 128GB (Япония),119938058,19,79990,64791,Apple,6049,0,0,https://www.wildberries.ru/catalog/119938058/detail.aspx?targetUrl=BP
981,Camon 19 Neo 6.7 2460*1080 6+128ГБ,94223710,13,14990,13041,TECNO,23233,0,0,https://www.wildberries.ru/catalog/94223710/detail.aspx?targetUrl=BP
982,Spark 9Pro 6.6 1080*2460 4+128Гб,133758073,0,11990,11990,TECNO,23233,0,0,https://www.wildberries.ru/catalog/133758073/detail.aspx?targetUrl=BP
983,Galaxy A03 32GB,106457921,28,10490,7552,Samsung,5772,2,5,https://www.wildberries.ru/catalog/106457921/detail.aspx?targetUrl=BP
984,Смартфон Armor X3 Black,98601886,35,8990,5843,Ulefone,38697,42,4,https://www.wildberries.ru/catalog/98601886/detail.aspx?targetUrl=BP
985,Galaxy A73 5G 256GB,106544907,30,49990,34993,Samsung,5772,1,5,https://www.wildberries.ru/catalog/106544907/detail.aspx?targetUrl=BP
986,nova Y61 64 ГБ,139248323,16,12999,10919,Huawei,6667,1,5,https://www.wildberries.ru/catalog/139248323/detail.aspx?targetUrl=BP
987,Смартфон Redmi 10C 4GB+64GB,138187426,29,16957,12039,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/138187426/detail.aspx?targetUrl=BP
988,Cмартфон redmi 10A 2GB 32GB с сенсорным дисплеем,104549104,16,10490,8811,Xiaomi,19467,9,5,https://www.wildberries.ru/catalog/104549104/detail.aspx?targetUrl=BP
989,Смартфон 5533G Fresh IPS,25706745,38,5306,3289,BQ,23870,53,4,https://www.wildberries.ru/catalog/25706745/detail.aspx?targetUrl=BP
990,Смартфон X7 4GB 128GB,116159639,42,30294,17570,Honor,24012,14,5,https://www.wildberries.ru/catalog/116159639/detail.aspx?targetUrl=BP
991,iPhone 6s 64GB Восстановленный как новый,123843497,0,12899,12899,AppClinic,881889,14,4,https://www.wildberries.ru/catalog/123843497/detail.aspx?targetUrl=BP
992,"Смартфон POP 6 PRO 5000 мАч 6,56""",105849201,5,6306,5990,TECNO,23233,92,5,https://www.wildberries.ru/catalog/105849201/detail.aspx?targetUrl=BP
993,"Смартфон Y33s 2109 6.58"" 4GB 64GB",99531893,31,17999,12419,VIVO,33526,5,5,https://www.wildberries.ru/catalog/99531893/detail.aspx?targetUrl=BP
994,Смартфон Galaxy Z Fold4 5G 512GB,119437602,38,159990,99193,Samsung,5772,6,5,https://www.wildberries.ru/catalog/119437602/detail.aspx?targetUrl=BP
995,Смартфон M4 Pro 5G 6GB+128GB,51728992,0,22990,22990,POCO,132943,1910,5,https://www.wildberries.ru/catalog/51728992/detail.aspx?targetUrl=BP
996,"Смартфон C30 6,5"" 4+64Гб",114891147,5,8937,8490,Realme,48914,41,5,https://www.wildberries.ru/catalog/114891147/detail.aspx?targetUrl=BP
997,"Смартфон 5560L Trend IPS 5,45""",43722158,39,5393,3289,BQ,23870,26,4,https://www.wildberries.ru/catalog/43722158/detail.aspx?targetUrl=BP
998,iPhone 14 eSIM 512GB (США),134070604,5,83990,79790,Apple,6049,1,1,https://www.wildberries.ru/catalog/134070604/detail.aspx?targetUrl=BP
999,Смартфон 12T PRO 8GB+128G,123307672,11,55990,49831,Xiaomi,19467,4,4,https://www.wildberries.ru/catalog/123307672/detail.aspx?targetUrl=BP
1000,Смартфон WP20 Pro,137874015,15,15990,13591,Oukitel,26210,1,5,https://www.wildberries.ru/catalog/137874015/detail.aspx?targetUrl=BP
1001,T1 BLUE,102655715,58,31238,13119,AYYA,742572,5,3,https://www.wildberries.ru/catalog/102655715/detail.aspx?targetUrl=BP
1002,Смартфон 12X RU 8+256 Gray,116351004,42,85990,49874,Xiaomi,19467,45,5,https://www.wildberries.ru/catalog/116351004/detail.aspx?targetUrl=BP
1003,"Смартфон 3L 5029Y 64Gb 4Gb серый 3G 4G 2Sim 6.22"" IPS 720x15…",15430990,0,13968,13968,Alcatel,5789,11,5,https://www.wildberries.ru/catalog/15430990/detail.aspx?targetUrl=BP
1004,iPhone 6s 128GB . Айфон 6S,100150450,0,13990,13990,AppClinic,881889,3,2,https://www.wildberries.ru/catalog/100150450/detail.aspx?targetUrl=BP
1005,C33 4+128 GB,139698039,20,13738,10990,Realme,48914,0,0,https://www.wildberries.ru/catalog/139698039/detail.aspx?targetUrl=BP
1006,C33 4+128 GB,139698040,20,13738,10990,Realme,48914,0,0,https://www.wildberries.ru/catalog/139698040/detail.aspx?targetUrl=BP
1007,Смартфон Hot 12 Play 64GB Gold,114169913,0,7890,7890,Infinix,252622,3,5,https://www.wildberries.ru/catalog/114169913/detail.aspx?targetUrl=BP
1008,iPhone 13 Pro 1TB (СНГ),121115934,17,149990,124491,Apple,6049,1,5,https://www.wildberries.ru/catalog/121115934/detail.aspx?targetUrl=BP
1009,Redmi Note 10 Pro Onyx Gray 8G RAM 128G ROM,92193979,35,32990,21443,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/92193979/detail.aspx?targetUrl=BP
1010,"Смартфон 5745L Clever 1Gb 32Gb 5""",18088252,34,5288,3490,BQ,23870,29,4,https://www.wildberries.ru/catalog/18088252/detail.aspx?targetUrl=BP
1011,Смартфон C40 4 GB+64 GB Yellow,115750601,10,13083,11774,POCO,132943,15,5,https://www.wildberries.ru/catalog/115750601/detail.aspx?targetUrl=BP
1012,Galaxy A03s 32GB,133648307,21,10990,8682,Samsung,5772,10,1,https://www.wildberries.ru/catalog/133648307/detail.aspx?targetUrl=BP
1013,Смартфон HOT 12 Play 4 64Gb Horizon Blue,136469868,0,9990,9990,Infinix,252622,0,0,https://www.wildberries.ru/catalog/136469868/detail.aspx?targetUrl=BP
1014,iPhone 14 128GB,138243389,22,89990,70192,Apple,6049,0,0,https://www.wildberries.ru/catalog/138243389/detail.aspx?targetUrl=BP
1015,"Смартфон 12X 8 GB 128 GB 6.28"" 1080 x 2400 50 МП + 8 МП + 2…",72286210,50,79990,39995,Xiaomi,19467,11,5,https://www.wildberries.ru/catalog/72286210/detail.aspx?targetUrl=BP
1016,"nova 10 6.67"" 128 ГБ OLED-экран",137560994,20,39999,31999,Huawei,6667,1,5,https://www.wildberries.ru/catalog/137560994/detail.aspx?targetUrl=BP
1017,"Смартфон 9 5G 4+128 Гб 6.4"" 120Гц",100471177,0,17990,17990,Realme,48914,6,5,https://www.wildberries.ru/catalog/100471177/detail.aspx?targetUrl=BP
1018,Galaxy A23 64GB,133641988,30,19990,13993,Samsung,5772,1,5,https://www.wildberries.ru/catalog/133641988/detail.aspx?targetUrl=BP
1019,Redmi 9C Смартфоны 4 128 GB,91959375,12,13800,12144,Xiaomi,19467,7,5,https://www.wildberries.ru/catalog/91959375/detail.aspx?targetUrl=BP
1020,"Смартфон 5745L Clever 1Gb 32Gb 5""",18088255,39,5721,3489,BQ,23870,29,4,https://www.wildberries.ru/catalog/18088255/detail.aspx?targetUrl=BP
1021,"Смартфон 5031G Fun IPS 5""",113039903,41,5407,3190,BQ,23870,31,4,https://www.wildberries.ru/catalog/113039903/detail.aspx?targetUrl=BP
1022,iPhone 11 128GB АЙФОН 11,108668773,0,44100,44100,AppClinic,881889,69,4,https://www.wildberries.ru/catalog/108668773/detail.aspx?targetUrl=BP
1023,Смартфон Armor 9 Black,98601902,22,36490,28462,Ulefone,38697,1,1,https://www.wildberries.ru/catalog/98601902/detail.aspx?targetUrl=BP
1024,Смартфон HOT 12 Play 4 64Gb Champagne Gold,136483265,0,9990,9990,Infinix,252622,1,5,https://www.wildberries.ru/catalog/136483265/detail.aspx?targetUrl=BP
1025,"Смартфон С30 6,82"" НD+ 2+32ГБ",36626129,25,11990,8992,Nokia,16111,55,4,https://www.wildberries.ru/catalog/36626129/detail.aspx?targetUrl=BP
1026,Смартфон Redmi 9A 2GB+32GB Green,88675518,20,8990,7192,Xiaomi,19467,91,5,https://www.wildberries.ru/catalog/88675518/detail.aspx?targetUrl=BP
1027,Galaxy Z Flip4 5G 256GB,133906126,20,81990,65592,Samsung,5772,0,0,https://www.wildberries.ru/catalog/133906126/detail.aspx?targetUrl=BP
1028,Galaxy S22+ 5G 128GB,84888177,19,79990,64791,Samsung,5772,6,4,https://www.wildberries.ru/catalog/84888177/detail.aspx?targetUrl=BP
1029,Galaxy S22 5G 128GB,113254229,26,72990,54012,Samsung,5772,6,4,https://www.wildberries.ru/catalog/113254229/detail.aspx?targetUrl=BP
1030,Galaxy A73 5G 128GB,116416922,32,46990,31953,Samsung,5772,0,0,https://www.wildberries.ru/catalog/116416922/detail.aspx?targetUrl=BP
1031,"Смартфон 5765L Clever IPS 5,7""",58255505,30,6414,4489,BQ,23870,39,4,https://www.wildberries.ru/catalog/58255505/detail.aspx?targetUrl=BP
1032,"Смартфон 5565L Fest IPS 5,45""",47555806,39,6049,3689,BQ,23870,50,4,https://www.wildberries.ru/catalog/47555806/detail.aspx?targetUrl=BP
1033,Смартфон Armor 11T 5G Black,98601870,15,39990,33991,Ulefone,38697,2,3,https://www.wildberries.ru/catalog/98601870/detail.aspx?targetUrl=BP
1034,Смартфон,45572906,34,18990,12533,Oukitel,26210,8,3,https://www.wildberries.ru/catalog/45572906/detail.aspx?targetUrl=BP
1035,Galaxy A03 Core 32GB,106453616,35,9990,6493,Samsung,5772,2,5,https://www.wildberries.ru/catalog/106453616/detail.aspx?targetUrl=BP
1036,Galaxy A03 Core 32GB,94454061,35,9990,6493,Samsung,5772,13,4,https://www.wildberries.ru/catalog/94454061/detail.aspx?targetUrl=BP
1037,"Смартфон Vision 3 2+32 ГБ 720х1600 6.6"" IPS 5000 мАч",110288706,5,6306,5990,ITEL,23234,2,5,https://www.wildberries.ru/catalog/110288706/detail.aspx?targetUrl=BP
1038,Смартфон (A325F) Galaxy A32 4 64Gb Голубой,64965523,11,23142,20596,Samsung,5772,0,0,https://www.wildberries.ru/catalog/64965523/detail.aspx?targetUrl=BP
1039,Galaxy A13 32GB,133639887,21,13990,11052,Samsung,5772,0,0,https://www.wildberries.ru/catalog/133639887/detail.aspx?targetUrl=BP
1040,Смартфон M5 4GB+64GB Yellow,106048895,20,14990,11992,POCO,132943,0,0,https://www.wildberries.ru/catalog/106048895/detail.aspx?targetUrl=BP
1041,"Смартфон Vision 3 2+32 ГБ 720х1600 6.6"" IPS 5000 мАч голубой",84900121,5,6306,5990,ITEL,23234,3,5,https://www.wildberries.ru/catalog/84900121/detail.aspx?targetUrl=BP
1042,iPhone 13 Pro Max 512GB (США),99299371,13,139990,121791,Apple,6049,2,5,https://www.wildberries.ru/catalog/99299371/detail.aspx?targetUrl=BP
1043,Galaxy S22+ 5G 256GB,84888189,19,89990,72891,Samsung,5772,2,5,https://www.wildberries.ru/catalog/84888189/detail.aspx?targetUrl=BP
1044,Смартфон X7 4GB 128GB,122580557,0,16880,16880,Honor,24012,2,5,https://www.wildberries.ru/catalog/122580557/detail.aspx?targetUrl=BP
1045,"Смартфон BV6600 PRO, черный",119350257,30,27129,18990,Blackview,24840,1,5,https://www.wildberries.ru/catalog/119350257/detail.aspx?targetUrl=BP
1046,"Смартфон 6868L Wide 3Gb 32Gb 6,8""",123119407,31,9241,6376,BQ,23870,8,5,https://www.wildberries.ru/catalog/123119407/detail.aspx?targetUrl=BP
1047,"Смартфон 9, 2400x1080, 6,4"", 6 128 ГБ",115334734,5,24832,23590,Realme,48914,11,5,https://www.wildberries.ru/catalog/115334734/detail.aspx?targetUrl=BP
1048,Смартфон S60 PRO 4 32 ГБ,132519250,30,14271,9989,Blackview,24840,2,5,https://www.wildberries.ru/catalog/132519250/detail.aspx?targetUrl=BP
1049,"Смартфон C30 1600x720 6,5"" 4+64 Гб 5000 мАч, черный",120843168,0,9290,9290,Realme,48914,24,5,https://www.wildberries.ru/catalog/120843168/detail.aspx?targetUrl=BP
1050,Смартфон Spark GO 2022 2 32GB,118966937,15,7048,5990,TECNO,23233,4,5,https://www.wildberries.ru/catalog/118966937/detail.aspx?targetUrl=BP
1051,Смартфон Galaxy Z Flip4 5G 256GB,99531173,20,81990,65592,Samsung,5772,0,0,https://www.wildberries.ru/catalog/99531173/detail.aspx?targetUrl=BP
1052,iPhone 13 128GB (Япония),137519117,19,79990,64791,Apple,6049,0,0,https://www.wildberries.ru/catalog/137519117/detail.aspx?targetUrl=BP
1053,Wildfire E plus 6.5'' 2+32Гб,119275824,0,6690,6690,HTC,5779,6,5,https://www.wildberries.ru/catalog/119275824/detail.aspx?targetUrl=BP
1054,Смартфон POCO x4 Pro 5G 6GB 128GB,94021420,18,29000,23780,Xiaomi,19467,1,5,https://www.wildberries.ru/catalog/94021420/detail.aspx?targetUrl=BP
1055,Смартфон Redmi 9A 64GB,97085567,10,10500,9450,AppClinic,881889,13,4,https://www.wildberries.ru/catalog/97085567/detail.aspx?targetUrl=BP
1056,"Смартфон Camon 19 Neo, 6 128Gb",94982494,0,17034,17034,TECNO,23233,2,5,https://www.wildberries.ru/catalog/94982494/detail.aspx?targetUrl=BP
